Generation Model,Embedding Model,Arrival Rate,Top K,Retrieved Doc. Recall@K,Avg. RAG Accuracy,Avg. Queue Latency (s),Avg. Emb. Latency (s),Avg. Ret. Latency (s),Avg. Gen. Latency (s),P99 Latency (s),Throughput (q/s),Avg GPU Power: Embedding (W),Est. GPU Energy Embedding (J),Avg. Energy per Query Embedding (J),Avg GPU Power: Generation (W),Est. GPU Energy Generation (J),Avg. Energy per Query Generation (J),Total Avg. Energy per Query (J)
LLAMA8B,infly/inf-retriever-v1,2.0,50,0.94,0.25333333333333335,1.98653564453125,0.0777573569615682,0.0023323885599772134,13.787232365608215,40.23144989967346,1.831875442616551,102.69943529411763,8409.368309514595,56.062455396763966,379.6768470588235,31089.19183799804,207.26127891998695,263.3237343167509
LLAMA8B,infly/inf-retriever-v1,2.0,20,0.86,0.3333333333333333,0.0013460524876912434,0.08690065066019693,0.002268548011779785,5.002178985277812,16.32191117763519,1.9316269820238707,99.75570000000002,7746.503408397247,51.64335605598165,336.72025,26147.925023846987,174.3195001589799,225.96285621496156
LLAMA8B,infly/inf-retriever-v1,2.0,10,0.7466666666666667,0.2733333333333333,0.000313722292582194,0.07855844179789226,0.002005621592203776,2.998806241353353,7.115194745063782,2.013899998831312,96.81747395833334,7211.1927613971075,48.07461840931405,292.65539062500005,21797.660568660147,145.317737124401,193.392355533715
LLAMA8B,infly/inf-retriever-v1,2.0,5,0.62,0.30666666666666664,0.00029286066691080727,0.07815984090169271,0.0020970884958902993,2.981644164721171,7.477621898651116,1.9921848115736693,99.00413265306123,7454.438871174991,49.69625914116661,288.47969387755103,21720.85332156067,144.80568881040446,194.50194795157105
LLAMA8B,infly/inf-retriever-v1,2.0,3,0.54,0.26,0.00030380725860595703,0.07854923566182455,0.0020100673039754233,3.060782963434855,7.325902948379509,2.0087266156637362,104.67172680412372,7816.274697704752,52.108497984698346,288.59242268041237,21550.400669011935,143.6693377934129,195.77783577811124
LLAMA8B,infly/inf-retriever-v1,2.0,1,0.36,0.24,0.0005744584401448568,0.07808612664540608,0.0020383564631144204,2.662973427772522,6.400853424072259,1.9692279524202028,100.49450632911393,7654.86592389711,51.032439492647406,284.9598734177215,21705.958906446256,144.7063927096417,195.7388322022891
LLAMA8B,infly/inf-retriever-v1-1.5b,2.0,50,0.94,0.13333333333333333,0.0006877009073893229,0.035139341354370114,0.0013629404703776043,3.982304973602295,18.210785813331597,1.938528673345876,74.25483790523691,5745.711084356106,38.304740562374036,335.39221945137155,25952.070562295747,173.0138037486383,211.31854431101235
LLAMA8B,infly/inf-retriever-v1-1.5b,2.0,20,0.9,0.36,0.000288996696472168,0.03389591375986735,0.0011387268702189128,5.4387394777933755,12.32427498102188,1.876274059461433,74.60931873479319,5964.692499895972,39.76461666597315,339.255693430657,27122.02610166959,180.81350734446394,220.57812401043708
LLAMA8B,infly/inf-retriever-v1-1.5b,2.0,10,0.8133333333333334,0.29333333333333333,0.0002671670913696289,0.0341201639175415,0.0011621999740600586,3.2011913220087687,8.008676726818074,1.9786289221824191,75.08363867684479,5692.096014195617,37.94730676130411,295.6320610687023,22411.8876779549,149.41258451969932,187.35989128100343
LLAMA8B,infly/inf-retriever-v1-1.5b,2.0,5,0.6666666666666666,0.30666666666666664,0.0009598016738891601,0.03893844604492187,0.0024506139755249025,3.303356653849284,8.271889958381651,1.9970432760479297,75.10875318066158,5641.496662703689,37.60997775135793,291.91458015267176,21926.00808809406,146.17338725396039,183.7833650053183
LLAMA8B,infly/inf-retriever-v1-1.5b,2.0,3,0.56,0.2866666666666667,0.0002821683883666992,0.034310919443766276,0.0012053664525349935,2.9810385433832804,6.613782675266265,2.008883840431122,75.19883720930234,5614.971535125999,37.43314356750666,287.16452196382426,21442.095071723747,142.9473004781583,180.38044404566497
LLAMA8B,infly/inf-retriever-v1-1.5b,2.0,1,0.32,0.21333333333333335,0.00040126641591389973,0.035889205932617185,0.001174488067626953,2.4550851647059124,6.195648741722103,1.992197901253993,75.22363867684479,5663.8679291973285,37.75911952798219,284.1267938931298,21392.96455294067,142.61976368627114,180.3788832142533
LLAMA8B,Snowflake/snowflake-arctic-embed-s,2.0,50,0.6866666666666666,0.16,0.2022359561920166,0.012662816047668456,0.0008946832021077474,11.738442258834839,42.23661753177629,1.90082637686641,71.41922352941177,5635.908497372807,37.57272331581871,375.57637647058823,29637.876008150302,197.58584005433534,235.15856337015404
LLAMA8B,Snowflake/snowflake-arctic-embed-s,2.0,20,0.5266666666666666,0.26666666666666666,0.009498227437337239,0.020571382840474446,0.000984506607055664,5.706809598604838,13.872487618923158,1.9367852694042513,71.47997487437186,5535.9757225197345,36.90650481679823,340.69326633165826,26385.98648856316,175.90657659042108,212.8130814072193
